param-n to-constr-real to-constr-sys to-constr-user uconstr-lambda-real uconstr-lambda-sys uconstr-lambda-user
122 0. 0. 0. 0. 0. 0.
123 0. 0. 0. 0. 0. 0.
124 0. 0. 0. 0. 0. 0.
125 0. 0. 0. 0. 0. 0.
126 0. 0. 0. 0. 0. 0.
127 0. 0. 0. 0. 0. 0.
128 0. 0. 0. 0. 0. 0.
129 0. 0. 0. 0. 0. 0.
130 0. 0. 0. 0. 0. 0.
131 0. 0. 0. 0. 0. 0.
132 0. 0. 0. 0. 0. 0.
133 0. 0. 0. 0. 0. 0.
134 0. 0. 0. 0. 0. 0.
135 0. 0. 0. 0. 0. 0.
136 0. 0. 0. 0. 0. 0.
137 0. 0. 0. 0. 0. 0.
138 0. 0. 0. 0. 0. 0.
139 0. 0. 0. 0. 0. 0.
140 0. 0. 0. 0. 0. 0.
141 0. 0. 0. 0. 0. 0.
142 0. 0. 0. 0. 0. 0.
143 0. 0. 0. 0. 0. 0.
144 0. 0. 0. 0. 0. 0.
145 0. 0. 0. 0. 0. 0.
146 0. 0. 0. 0. 0. 0.
147 0. 0. 0. 0. 0. 0.
148 0. 0. 0. 0. 0. 0.
149 0. 0. 0. 0. 0. 0.
150 0. 0. 0. 0. 0. 0.
151 0. 0. 0. 0. 0. 0.
152 0. 0. 0. 0. 0. 0.
153 0. 0. 0. 0.041 0.003 0.037
154 0. 0. 0. 0. 0. 0.
155 0. 0. 0. 0. 0. 0.
156 0. 0. 0. 0. 0. 0.
157 0. 0. 0. 0. 0. 0.
158 0. 0. 0. 0. 0. 0.
159 0. 0. 0. 0. 0. 0.
160 0. 0. 0. 0. 0. 0.
161 0. 0. 0. 0. 0. 0.
162 0. 0. 0. 0. 0. 0.
163 0. 0. 0. 0. 0. 0.
164 0. 0. 0. 0. 0. 0.
165 0. 0. 0. 0. 0. 0.
166 0. 0. 0. 0. 0. 0.
167 0. 0. 0. 0. 0. 0.
168 0. 0. 0. 0. 0. 0.
169 0. 0. 0. 0. 0. 0.
170 0. 0. 0. 0. 0. 0.
171 0. 0. 0. 0. 0. 0.
172 0. 0. 0. 0. 0. 0.
173 0. 0. 0. 0. 0. 0.
174 0. 0. 0. 0. 0. 0.
175 0. 0. 0. 0. 0. 0.
176 0. 0. 0. 0. 0. 0.
177 0. 0. 0. 0. 0. 0.
178 0. 0. 0. 0. 0. 0.
179 0. 0. 0. 0. 0. 0.
180 0. 0. 0. 0. 0. 0.
181 0. 0. 0. 0. 0. 0.
182 0. 0. 0. 0. 0. 0.
183 0. 0. 0. 0. 0. 0.
184 0. 0. 0. 0. 0. 0.
185 0. 0. 0. 0. 0. 0.
186 0. 0. 0. 0. 0. 0.
187 0. 0. 0. 0. 0. 0.
188 0. 0. 0. 0. 0. 0.
189 0. 0. 0. 0. 0. 0.
190 0. 0. 0. 0. 0. 0.
191 0. 0. 0. 0. 0. 0.
192 0. 0. 0. 0. 0. 0.
193 0. 0. 0. 0. 0. 0.
194 0. 0. 0. 0. 0. 0.
195 0. 0. 0. 0. 0. 0.
196 0. 0. 0. 0. 0. 0.
197 0. 0. 0. 0. 0. 0.
198 0. 0. 0. 0. 0. 0.
199 0. 0. 0. 0. 0. 0.
200 0. 0. 0. 0. 0. 0.
201 0. 0. 0. 0. 0. 0.
202 0. 0. 0. 0. 0. 0.
203 0. 0. 0. 0. 0. 0.
204 0. 0. 0. 0. 0. 0.
205 0. 0. 0. 0. 0. 0.
206 0. 0. 0. 0. 0. 0.
207 0. 0. 0. 0. 0. 0.
208 0. 0. 0. 0. 0. 0.
209 0. 0. 0. 0. 0. 0.
210 0. 0. 0. 0. 0. 0.
211 0. 0. 0. 0. 0. 0.
212 0. 0. 0. 0. 0. 0.
213 0. 0. 0. 0. 0. 0.
214 0. 0. 0. 0. 0. 0.
215 0. 0. 0. 0. 0. 0.
216 0. 0. 0. 0. 0. 0.
217 0. 0. 0. 0. 0. 0.
218 0. 0. 0. 0. 0. 0.
219 0. 0. 0. 0. 0. 0.
220 0. 0. 0. 0. 0. 0.
221 0. 0. 0. 0. 0. 0.
222 0. 0. 0. 0. 0. 0.
223 0. 0. 0. 0. 0. 0.
224 0. 0. 0. 0. 0. 0.
225 0. 0. 0. 0. 0. 0.
226 0. 0. 0. 0. 0. 0.
227 0. 0. 0. 0. 0. 0.
228 0. 0. 0. 0. 0. 0.
229 0. 0. 0. 0. 0. 0.
230 0. 0. 0. 0. 0. 0.
231 0. 0. 0. 0. 0. 0.
232 0. 0. 0. 0. 0. 0.
233 0. 0. 0. 0. 0. 0.
234 0. 0. 0. 0. 0. 0.
235 0. 0. 0. 0. 0. 0.
236 0. 0. 0. 0. 0. 0.
237 0. 0. 0. 0. 0. 0.
238 0. 0. 0. 0. 0. 0.
239 0. 0. 0. 0. 0. 0.
240 0. 0. 0. 0. 0. 0.
241 0. 0. 0. 0. 0. 0.
242 0. 0. 0. 0. 0. 0.
243 0. 0. 0. 0. 0. 0.
244 0. 0. 0. 0. 0. 0.
245 0. 0. 0. 0. 0. 0.
246 0. 0. 0. 0. 0. 0.
247 0. 0. 0. 0. 0. 0.
248 0. 0. 0. 0. 0. 0.
249 0. 0. 0. 0. 0. 0.
250 0. 0. 0. 0. 0. 0.
251 0. 0. 0. 0. 0. 0.
252 0. 0. 0. 0. 0. 0.
253 0. 0. 0. 0. 0. 0.
254 0. 0. 0. 0. 0. 0.
255 0. 0. 0. 0. 0. 0.
256 0. 0. 0. 0. 0. 0.
257 0. 0. 0. 0. 0. 0.
258 0. 0. 0. 0. 0. 0.
259 0. 0. 0. 0. 0. 0.
260 0. 0. 0. 0. 0. 0.
261 0. 0. 0. 0. 0. 0.
262 0. 0. 0. 0. 0. 0.
263 0. 0. 0. 0. 0. 0.
264 0. 0. 0. 0. 0. 0.
265 0. 0. 0. 0. 0. 0.
266 0. 0. 0. 0. 0. 0.
267 0. 0. 0. 0. 0. 0.
268 0. 0. 0. 0. 0. 0.
269 0. 0. 0. 0. 0. 0.
270 0. 0. 0. 0. 0. 0.
271 0. 0. 0. 0. 0. 0.
272 0. 0. 0. 0. 0. 0.
273 0. 0. 0. 0. 0. 0.
274 0. 0. 0. 0. 0. 0.
275 0. 0. 0. 0. 0. 0.
276 0. 0. 0. 0. 0. 0.
277 0. 0. 0. 0. 0. 0.
278 0. 0. 0. 0. 0. 0.
279 0. 0. 0. 0. 0. 0.
280 0. 0. 0. 0. 0. 0.
281 0. 0. 0. 0.001 0. 0.001
282 0. 0. 0. 0.001 0. 0.001
283 0. 0. 0. 0.001 0. 0.001
284 0. 0. 0. 0. 0. 0.
285 0. 0. 0. 0. 0. 0.
286 0. 0. 0. 0. 0. 0.
287 0. 0. 0. 0. 0. 0.
288 0. 0. 0. 0. 0. 0.
289 0. 0. 0. 0. 0. 0.
290 0. 0. 0. 0. 0. 0.
291 0. 0. 0. 0. 0. 0.
292 0. 0. 0. 0. 0. 0.
293 0. 0. 0. 0. 0. 0.
294 0. 0. 0. 0. 0. 0.
295 0. 0. 0. 0. 0. 0.
296 0. 0. 0. 0. 0. 0.
297 0. 0. 0. 0.001 0. 0.001
298 0. 0. 0. 0. 0. 0.
299 0. 0. 0. 0. 0. 0.
300 0. 0. 0. 0. 0. 0.
301 0. 0. 0. 0. 0. 0.
302 0. 0. 0. 0. 0. 0.
303 0. 0. 0. 0. 0. 0.
304 0. 0. 0. 0. 0. 0.
305 0. 0. 0. 0. 0. 0.
306 0. 0. 0. 0. 0. 0.
307 0. 0. 0. 0.001 0. 0.001
308 0. 0. 0. 0.001 0. 0.001
309 0. 0. 0. 0. 0. 0.
310 0. 0. 0. 0. 0. 0.
311 0. 0. 0. 0.001 0. 0.001
312 0. 0. 0. 0. 0. 0.
313 0. 0. 0. 0. 0. 0.
314 0. 0. 0. 0. 0. 0.
315 0. 0. 0. 0. 0. 0.
316 0. 0. 0. 0.001 0. 0.001
317 0. 0. 0. 0.001 0. 0.001
318 0. 0. 0. 0.001 0. 0.001
319 0. 0. 0. 0.001 0. 0.001
320 0. 0. 0. 0.001 0. 0.001
321 0. 0. 0. 0. 0. 0.
322 0. 0. 0. 0.001 0. 0.001
323 0. 0. 0. 0.001 0. 0.001
324 0. 0. 0. 0.001 0. 0.001
325 0. 0. 0. 0.001 0. 0.001
326 0. 0. 0. 0.001 0. 0.001
327 0. 0. 0. 0.001 0. 0.001
328 0. 0. 0. 0.001 0. 0.001
329 0. 0. 0. 0.001 0. 0.001
330 0. 0. 0. 0.001 0. 0.001
331 0. 0. 0. 0.001 0. 0.001
332 0. 0. 0. 0.001 0. 0.001
333 0. 0. 0. 0.001 0. 0.001
334 0. 0. 0. 0.001 0. 0.001
335 0. 0. 0. 0.001 0. 0.001
336 0. 0. 0. 0.001 0. 0.001
337 0. 0. 0. 0.001 0. 0.001
338 0. 0. 0. 0.001 0. 0.001
339 0. 0. 0. 0.001 0. 0.001
340 0. 0. 0. 0.001 0. 0.001
341 0. 0. 0. 0.001 0. 0.001
342 0. 0. 0. 0.001 0. 0.001
343 0. 0. 0. 0.001 0. 0.001
344 0.042 0. 0.042 0.001 0. 0.001
345 0. 0. 0. 0.001 0. 0.001
346 0. 0. 0. 0.001 0. 0.001
347 0. 0. 0. 0.001 0. 0.001
348 0. 0. 0. 0.001 0. 0.001
349 0. 0. 0. 0.001 0. 0.001
350 0. 0. 0. 0.001 0. 0.001
351 0. 0. 0. 0.001 0. 0.001
352 0. 0. 0. 0.001 0. 0.001
353 0. 0. 0. 0.001 0. 0.001
354 0. 0. 0. 0.001 0. 0.001
355 0. 0. 0. 0.001 0. 0.001
356 0. 0. 0. 0.001 0. 0.001
357 0. 0. 0. 0.001 0. 0.001
358 0. 0. 0. 0.001 0. 0.001
359 0. 0. 0. 0.001 0. 0.001
360 0. 0. 0. 0.001 0. 0.001
361 0. 0. 0. 0.001 0. 0.001
362 0. 0. 0. 0.001 0. 0.001
363 0. 0. 0. 0.001 0. 0.001
364 0. 0. 0. 0.001 0. 0.001
365 0. 0. 0. 0.001 0. 0.001
366 0. 0. 0. 0.001 0. 0.001
367 0. 0. 0. 0.001 0. 0.001
368 0. 0. 0. 0.001 0. 0.001
369 0. 0. 0. 0.001 0. 0.001
370 0. 0. 0. 0.001 0. 0.001
371 0. 0. 0. 0.001 0. 0.001
372 0. 0. 0. 0.001 0. 0.001
373 0. 0. 0. 0.001 0. 0.001
374 0. 0. 0. 0.001 0. 0.001
375 0. 0. 0. 0.001 0. 0.001
376 0. 0. 0. 0.001 0. 0.001
377 0. 0. 0. 0.001 0. 0.001
378 0. 0. 0. 0.001 0. 0.001
379 0. 0. 0. 0.001 0. 0.001
380 0. 0. 0. 0.001 0. 0.001
381 0. 0. 0. 0.001 0. 0.001
382 0. 0. 0. 0.041 0. 0.041
383 0. 0. 0. 0.001 0. 0.001
384 0. 0. 0. 0.001 0. 0.001
385 0. 0. 0. 0.001 0. 0.001
386 0. 0. 0. 0.001 0. 0.001
387 0. 0. 0. 0.001 0. 0.001
388 0. 0. 0. 0.001 0. 0.001
389 0. 0. 0. 0.001 0. 0.001
390 0. 0. 0. 0.001 0. 0.001
391 0. 0. 0. 0.001 0. 0.001
392 0. 0. 0. 0.001 0. 0.001
393 0. 0. 0. 0.001 0. 0.001
394 0. 0. 0. 0.001 0. 0.001
395 0. 0. 0. 0.001 0. 0.001
396 0. 0. 0. 0.001 0. 0.001
397 0. 0. 0. 0.001 0. 0.001
398 0. 0. 0. 0.001 0. 0.001
399 0. 0. 0. 0.001 0. 0.001
400 0. 0. 0. 0.001 0. 0.001
401 0. 0. 0. 0.001 0. 0.001
402 0. 0. 0. 0.001 0. 0.001
403 0. 0. 0. 0.001 0. 0.001
404 0. 0. 0. 0.001 0. 0.001
405 0. 0. 0. 0.001 0. 0.001
406 0. 0. 0. 0.001 0. 0.001
407 0. 0. 0. 0.001 0. 0.001
408 0. 0. 0. 0.001 0. 0.001
409 0. 0. 0. 0.001 0. 0.001
410 0. 0. 0. 0.001 0.001 0.
411 0. 0. 0. 0.001 0. 0.001
412 0. 0. 0. 0.001 0. 0.001
413 0. 0. 0. 0.001 0. 0.001
414 0. 0. 0. 0.002 0. 0.002
415 0. 0. 0. 0.001 0. 0.001
416 0. 0. 0. 0.001 0. 0.001
417 0. 0. 0. 0.001 0. 0.001
418 0. 0. 0. 0.001 0. 0.001
419 0. 0. 0. 0.001 0. 0.001
420 0. 0. 0. 0.001 0. 0.001
421 0. 0. 0. 0.001 0. 0.001
422 0. 0. 0. 0.001 0. 0.001
423 0. 0. 0. 0.001 0. 0.001
424 0. 0. 0. 0.002 0. 0.002
425 0. 0. 0. 0.001 0. 0.001
426 0. 0. 0. 0.001 0. 0.001
427 0. 0. 0. 0.001 0. 0.001
428 0. 0. 0. 0.001 0. 0.001
429 0. 0. 0. 0.001 0. 0.001
430 0. 0. 0. 0.001 0. 0.001
431 0. 0. 0. 0.001 0. 0.001
432 0. 0. 0. 0.001 0. 0.001
433 0. 0. 0. 0.001 0. 0.001
434 0. 0. 0. 0.001 0. 0.001
435 0. 0. 0. 0.001 0. 0.001
436 0. 0. 0. 0.001 0. 0.001
437 0. 0. 0. 0.001 0. 0.001
438 0. 0. 0. 0.001 0. 0.001
439 0. 0. 0. 0.001 0. 0.001
440 0. 0. 0. 0.001 0. 0.001
441 0. 0. 0. 0.001 0. 0.001
442 0. 0. 0. 0.001 0. 0.001
443 0. 0. 0. 0.001 0.001 0.
444 0. 0. 0. 0.001 0. 0.001
445 0. 0. 0. 0.001 0. 0.001
446 0. 0. 0. 0.001 0. 0.001
447 0. 0. 0. 0.001 0. 0.001
448 0.05 0. 0.05 0.001 0. 0.001
449 0. 0. 0. 0.001 0. 0.001
450 0. 0. 0. 0.001 0. 0.001
451 0. 0. 0. 0.001 0. 0.001
452 0. 0. 0. 0.001 0. 0.001
453 0. 0. 0. 0.001 0. 0.001
454 0. 0. 0. 0.001 0. 0.001
455 0. 0. 0. 0.001 0. 0.001
456 0. 0. 0. 0.001 0. 0.001
457 0. 0. 0. 0.001 0. 0.001
458 0. 0. 0. 0.001 0. 0.001
459 0. 0. 0. 0.001 0. 0.001
460 0. 0. 0. 0.001 0. 0.001
461 0. 0. 0. 0.001 0. 0.001
462 0. 0. 0. 0.001 0. 0.001
463 0. 0. 0. 0.001 0. 0.001
464 0. 0. 0. 0.001 0. 0.001
465 0. 0. 0. 0.001 0. 0.001
466 0. 0. 0. 0.001 0. 0.001
467 0. 0. 0. 0.001 0. 0.001
468 0. 0. 0. 0.002 0. 0.002
469 0. 0. 0. 0.002 0. 0.002
470 0. 0. 0. 0.001 0. 0.001
471 0. 0. 0. 0.001 0. 0.001
472 0. 0. 0. 0.001 0. 0.001
473 0. 0. 0. 0.001 0. 0.001
474 0. 0. 0. 0.001 0. 0.001
475 0. 0. 0. 0.001 0. 0.001
476 0. 0. 0. 0.001 0. 0.001
477 0. 0. 0. 0.002 0. 0.002
478 0. 0. 0. 0.057 0. 0.057
479 0. 0. 0. 0.001 0. 0.001
480 0. 0. 0. 0.001 0. 0.001
481 0. 0. 0. 0.001 0. 0.001
482 0. 0. 0. 0.001 0. 0.001
483 0. 0. 0. 0.002 0. 0.002
484 0. 0. 0. 0.001 0. 0.001
485 0. 0. 0. 0.001 0. 0.001
486 0. 0. 0. 0.002 0. 0.002
487 0. 0. 0. 0.002 0. 0.002
488 0. 0. 0. 0.002 0. 0.002
489 0. 0. 0. 0.002 0. 0.002
490 0. 0. 0. 0.002 0. 0.002
491 0. 0. 0. 0.002 0. 0.002
492 0.042 0.003 0.039 0.002 0. 0.002
493 0. 0. 0. 0.002 0. 0.002
494 0. 0. 0. 0.002 0. 0.002
495 0. 0. 0. 0.002 0. 0.002
496 0. 0. 0. 0.002 0. 0.002
497 0. 0. 0. 0.002 0. 0.002
498 0. 0. 0. 0.002 0. 0.002
499 0. 0. 0. 0.002 0. 0.002
500 0. 0. 0. 0.002 0. 0.002
501 0. 0. 0. 0.002 0. 0.002
502 0. 0. 0. 0.002 0. 0.002
503 0. 0. 0. 0.002 0. 0.002
504 0. 0. 0. 0.002 0. 0.002
505 0. 0. 0. 0.002 0. 0.002
506 0. 0. 0. 0.002 0. 0.002
507 0. 0. 0. 0.002 0. 0.002
508 0. 0. 0. 0.002 0. 0.002
509 0. 0. 0. 0.002 0. 0.002
510 0. 0. 0. 0.002 0. 0.002
511 0. 0. 0. 0.002 0. 0.002
512 0. 0. 0. 0.002 0. 0.002
513 0. 0. 0. 0.002 0. 0.002
514 0. 0. 0. 0.002 0. 0.002
515 0. 0. 0. 0.002 0. 0.002
516 0. 0. 0. 0.002 0. 0.002
517 0. 0. 0. 0.002 0. 0.002
518 0. 0. 0. 0.002 0. 0.002
519 0. 0. 0. 0.002 0. 0.002
520 0. 0. 0. 0.002 0. 0.002
521 0. 0. 0. 0.002 0. 0.002
522 0. 0. 0. 0.002 0. 0.002
523 0. 0. 0. 0.002 0. 0.002
524 0. 0. 0. 0.002 0. 0.002
525 0. 0. 0. 0.002 0. 0.002
526 0. 0. 0. 0.002 0. 0.002
527 0. 0. 0. 0.002 0. 0.002
528 0. 0. 0. 0.002 0. 0.002
529 0. 0. 0. 0.002 0. 0.002
530 0. 0. 0. 0.002 0. 0.002
531 0. 0. 0. 0.002 0. 0.002
532 0. 0. 0. 0.002 0. 0.002
533 0. 0. 0. 0.002 0. 0.002
534 0. 0. 0. 0.002 0. 0.002
535 0. 0. 0. 0.002 0. 0.002
536 0. 0. 0. 0.002 0. 0.002
537 0. 0. 0. 0.002 0. 0.002
538 0. 0. 0. 0.002 0. 0.002
539 0. 0. 0. 0.002 0. 0.002
540 0. 0. 0. 0.002 0. 0.002
541 0. 0. 0. 0.002 0. 0.002
542 0. 0. 0. 0.002 0. 0.002
543 0. 0. 0. 0.002 0. 0.002
544 0. 0. 0. 0.003 0. 0.003
545 0. 0. 0. 0.002 0. 0.002
546 0. 0. 0. 0.002 0. 0.002
547 0. 0. 0. 0.002 0. 0.002
548 0. 0. 0. 0.002 0. 0.002
549 0. 0. 0. 0.002 0. 0.002
550 0. 0. 0. 0.002 0. 0.002
551 0. 0. 0. 0.002 0. 0.002
552 0. 0. 0. 0.002 0. 0.002
553 0. 0. 0. 0.002 0. 0.002
554 0. 0. 0. 0.002 0. 0.002
555 0. 0. 0. 0.002 0. 0.002
556 0. 0. 0. 0.002 0. 0.002
557 0. 0. 0. 0.002 0. 0.002
558 0. 0. 0. 0.002 0. 0.002
559 0. 0. 0. 0.002 0. 0.002
560 0. 0. 0. 0.002 0. 0.002
561 0. 0. 0. 0.002 0. 0.002
562 0. 0. 0. 0.002 0. 0.002
563 0. 0. 0. 0.002 0. 0.002
564 0. 0. 0. 0.002 0. 0.002
565 0. 0. 0. 0.002 0. 0.002
566 0. 0. 0. 0.002 0. 0.002
567 0. 0. 0. 0.002 0. 0.002
568 0. 0. 0. 0.002 0. 0.002
569 0. 0. 0. 0.002 0. 0.002
570 0. 0. 0. 0.042 0. 0.042
571 0. 0. 0. 0.002 0. 0.002
572 0. 0. 0. 0.002 0. 0.002
573 0. 0. 0. 0.002 0. 0.002
574 0. 0. 0. 0.002 0. 0.002
575 0. 0. 0. 0.002 0. 0.002
576 0. 0. 0. 0.002 0. 0.002
577 0. 0. 0. 0.002 0. 0.002
578 0. 0. 0. 0.002 0. 0.002
579 0. 0. 0. 0.002 0. 0.002
580 0. 0. 0. 0.002 0. 0.002
581 0. 0. 0. 0.002 0. 0.002
582 0. 0. 0. 0.033 0. 0.033
583 0. 0. 0. 0.002 0. 0.002
584 0. 0. 0. 0.002 0. 0.002
585 0. 0. 0. 0.002 0. 0.002
586 0. 0. 0. 0.002 0. 0.002
587 0. 0. 0. 0.002 0. 0.002
588 0. 0. 0. 0.002 0. 0.002
589 0. 0. 0. 0.002 0. 0.002
590 0. 0. 0. 0.002 0. 0.002
591 0. 0. 0. 0.002 0. 0.002
592 0. 0. 0. 0.002 0. 0.002
593 0. 0. 0. 0.002 0. 0.002
594 0. 0. 0. 0.002 0. 0.002
595 0. 0. 0. 0.002 0. 0.002
596 0. 0. 0. 0.002 0. 0.002
597 0. 0. 0. 0.002 0. 0.002
598 0. 0. 0. 0.002 0. 0.002
599 0. 0. 0. 0.002 0. 0.002
600 0. 0. 0. 0.002 0. 0.002
601 0. 0. 0. 0.002 0. 0.002
602 0. 0. 0. 0.002 0. 0.002
603 0. 0. 0. 0.002 0. 0.002
604 0. 0. 0. 0.002 0. 0.002
605 0. 0. 0. 0.002 0. 0.002
606 0. 0. 0. 0.002 0. 0.002
607 0. 0. 0. 0.002 0.002 0.
608 0. 0. 0. 0.002 0. 0.002
609 0. 0. 0. 0.003 0. 0.003
610 0. 0. 0. 0.002 0. 0.002
611 0. 0. 0. 0.002 0. 0.002
612 0. 0. 0. 0.002 0. 0.002
613 0. 0. 0. 0.002 0. 0.002
614 0. 0. 0. 0.003 0. 0.003
615 0. 0. 0. 0.002 0. 0.002
616 0. 0. 0. 0.002 0. 0.002
617 0. 0. 0. 0.003 0. 0.003
618 0. 0. 0. 0.002 0. 0.002
619 0. 0. 0. 0.002 0. 0.002
620 0. 0. 0. 0.002 0. 0.002
621 0. 0. 0. 0.003 0. 0.003
622 0. 0. 0. 0.003 0. 0.003
623 0. 0. 0. 0.003 0. 0.003
624 0. 0. 0. 0.003 0. 0.003
625 0. 0. 0. 0.003 0. 0.003
626 0. 0. 0. 0.002 0. 0.002
627 0. 0. 0. 0.003 0. 0.003
628 0. 0. 0. 0.002 0. 0.002
629 0. 0. 0. 0.003 0. 0.003
630 0. 0. 0. 0.003 0. 0.003
631 0. 0. 0. 0.003 0. 0.003
632 0. 0. 0. 0.002 0. 0.002
633 0. 0. 0. 0.003 0. 0.003
634 0. 0. 0. 0.003 0. 0.003
635 0. 0. 0. 0.003 0. 0.003
636 0. 0. 0. 0.003 0. 0.003
637 0. 0. 0. 0.003 0. 0.003
638 0. 0. 0. 0.003 0. 0.003
639 0. 0. 0. 0.003 0. 0.003
640 0. 0. 0. 0.003 0. 0.003
641 0. 0. 0. 0.003 0. 0.003
642 0. 0. 0. 0.003 0. 0.003
643 0. 0. 0. 0.003 0. 0.003
644 0. 0. 0. 0.003 0. 0.003
645 0. 0. 0. 0.003 0. 0.003
646 0. 0. 0. 0.003 0. 0.003
647 0. 0. 0. 0.003 0. 0.003
648 0. 0. 0. 0.004 0. 0.004
649 0. 0. 0. 0.003 0. 0.003
650 0. 0. 0. 0.003 0. 0.003
651 0. 0. 0. 0.003 0. 0.003
652 0. 0. 0. 0.003 0. 0.003
653 0. 0. 0. 0.003 0. 0.003
654 0. 0. 0. 0.003 0. 0.003
655 0. 0. 0. 0.003 0. 0.003
656 0. 0. 0. 0.003 0. 0.003
657 0. 0. 0. 0.003 0. 0.003
658 0. 0. 0. 0.003 0. 0.003
659 0. 0. 0. 0.003 0. 0.003
